Date,Rate
2015-08-29,0.7168
2015-08-30,0.7168
2015-08-31,0.7149
2015-09-01,0.7126
2015-09-02,0.7021
2015-09-03,0.7
2015-09-04,0.6972
2015-09-05,0.6972
2015-09-06,0.6972
2015-09-07,0.6924
2015-09-08,0.6953
2015-09-09,0.7057
2015-09-10,0.7014
2015-09-11,0.7063
2015-09-12,0.7063
2015-09-13,0.7063
2015-09-14,0.7077
2015-09-15,0.7114
2015-09-16,0.7137
2015-09-17,0.7187
2015-09-18,0.7209
2015-09-19,0.7209
2015-09-20,0.7209
2015-09-21,0.717
2015-09-22,0.7139
2015-09-23,0.703
2015-09-24,0.6998
2015-09-25,0.7013
2015-09-26,0.7013
2015-09-27,0.7013
2015-09-28,0.702
2015-09-29,0.6949
2015-09-30,0.701
2015-10-01,0.7055
2015-10-02,0.7038
2015-10-03,0.7038
2015-10-04,0.7038
2015-10-05,0.7038
2015-10-06,0.713
2015-10-07,0.7178
2015-10-08,0.7173
2015-10-09,0.7284
2015-10-10,0.7284
2015-10-11,0.7284
2015-10-12,0.7332
2015-10-13,0.7316
2015-10-14,0.7226
2015-10-15,0.7318
2015-10-16,0.728
2015-10-17,0.728
2015-10-18,0.728
2015-10-19,0.7275
2015-10-20,0.727
2015-10-21,0.7274
2015-10-22,0.7203
2015-10-23,0.725
2015-10-24,0.725
2015-10-25,0.725
2015-10-26,0.7255
2015-10-27,0.7232
2015-10-28,0.7121
2015-10-29,0.7103
2015-10-30,0.7099
2015-10-31,0.7099
2015-11-01,0.7099
2015-11-02,0.714
2015-11-03,0.7202
2015-11-04,0.7205
2015-11-05,0.715
2015-11-06,0.7144
2015-11-07,0.7144
2015-11-08,0.7144
2015-11-09,0.7058
2015-11-10,0.7047
2015-11-11,0.7068
2015-11-12,0.7139
2015-11-13,0.7135
2015-11-14,0.7135
2015-11-15,0.7135
2015-11-16,0.7115
2015-11-17,0.7089
2015-11-18,0.7097
2015-11-19,0.717
2015-11-20,0.7194
2015-11-21,0.7194
2015-11-22,0.7194
2015-11-23,0.718
2015-11-24,0.7196
2015-11-25,0.7265
2015-11-26,0.7239
2015-11-27,0.7227
2015-11-28,0.7227
2015-11-29,0.7227
2015-11-30,0.7189
2015-12-01,0.7264
2015-12-02,0.7306
2015-12-03,0.7315
2015-12-04,0.7322
2015-12-05,0.7322
2015-12-06,0.7322
2015-12-07,0.7332
2015-12-08,0.7229
2015-12-09,0.722
2015-12-10,0.7285
2015-12-11,0.7246
2015-12-12,0.7246
2015-12-13,0.7246
2015-12-14,0.7196
2015-12-15,0.725
2015-12-16,0.7204
2015-12-17,0.7182
2015-12-18,0.7134
2015-12-19,0.7134
2015-12-20,0.7134
2015-12-21,0.7162
2015-12-22,0.7222
2015-12-23,0.7233
2015-12-24,0.7255
2015-12-25,0.7255
2015-12-26,0.7255
2015-12-27,0.7255
2015-12-28,0.7255
2015-12-29,0.7263
2015-12-30,0.7288
2015-12-31,0.7306
2016-01-01,0.7306
2016-01-02,0.7306
2016-01-03,0.7306
2016-01-04,0.7223
2016-01-05,0.721
2016-01-06,0.7123
2016-01-07,0.7041
2016-01-08,0.7061
2016-01-09,0.7061
2016-01-10,0.7061
2016-01-11,0.6976
2016-01-12,0.698
2016-01-13,0.7033
2016-01-14,0.693
2016-01-15,0.6948
2016-01-16,0.6948
2016-01-17,0.6948
2016-01-18,0.6908
2016-01-19,0.6875
2016-01-20,0.6867
2016-01-21,0.6905
2016-01-22,0.7006
2016-01-23,0.7006
2016-01-24,0.7006
2016-01-25,0.7025
2016-01-26,0.7025
2016-01-27,0.7021
2016-01-28,0.7046
2016-01-29,0.71
2016-01-30,0.71
2016-01-31,0.71
2016-02-01,0.7072
2016-02-02,0.7077
2016-02-03,0.7015
2016-02-04,0.7171
2016-02-05,0.719
2016-02-06,0.719
2016-02-07,0.719
2016-02-08,0.709
2016-02-09,0.703
2016-02-10,0.7052
2016-02-11,0.709
2016-02-12,0.7104
2016-02-13,0.7104
2016-02-14,0.7104
2016-02-15,0.7155
2016-02-16,0.7155
2016-02-17,0.709
2016-02-18,0.7155
2016-02-19,0.7107
2016-02-20,0.7107
2016-02-21,0.7107
2016-02-22,0.7167
2016-02-23,0.7231
2016-02-24,0.7181
2016-02-25,0.7175
2016-02-26,0.724
2016-02-27,0.724
2016-02-28,0.724
2016-02-29,0.714
2016-03-01,0.7132
2016-03-02,0.7231
2016-03-03,0.7308
2016-03-04,0.7365
2016-03-05,0.7365
2016-03-06,0.7365
2016-03-07,0.7414
2016-03-08,0.7434
2016-03-09,0.7428
2016-03-10,0.7473
2016-03-11,0.7488
2016-03-12,0.7488
2016-03-13,0.7488
2016-03-14,0.7587
2016-03-15,0.7489
2016-03-16,0.7453
2016-03-17,0.7591
2016-03-18,0.7645
2016-03-19,0.7645
2016-03-20,0.7645
2016-03-21,0.7584
2016-03-22,0.759
2016-03-23,0.7615
2016-03-24,0.7492
2016-03-25,0.7492
2016-03-26,0.7492
2016-03-27,0.7492
2016-03-28,0.7492
2016-03-29,0.7553
2016-03-30,0.7618
2016-03-31,0.7657
2016-04-01,0.7651
2016-04-02,0.7651
2016-04-03,0.7651
2016-04-04,0.7638
2016-04-05,0.7602
2016-04-06,0.7558
2016-04-07,0.7621
2016-04-08,0.7535
2016-04-09,0.7535
2016-04-10,0.7535
2016-04-11,0.7559
2016-04-12,0.7625
2016-04-13,0.7674
2016-04-14,0.7656
2016-04-15,0.7711
2016-04-16,0.7711
2016-04-17,0.7711
2016-04-18,0.7666
2016-04-19,0.7788
2016-04-20,0.7773
2016-04-21,0.7812
2016-04-22,0.7762
2016-04-23,0.7762
2016-04-24,0.7762
2016-04-25,0.7762
2016-04-26,0.771
2016-04-27,0.7628
2016-04-28,0.7615
2016-04-29,0.7655
2016-04-30,0.7655
2016-05-01,0.7655
2016-05-02,0.7607
2016-05-03,0.7571
2016-05-04,0.7501
2016-05-05,0.75
2016-05-06,0.7394
2016-05-07,0.7394
2016-05-08,0.7394
2016-05-09,0.7371
2016-05-10,0.7328
2016-05-11,0.7363
2016-05-12,0.7335
2016-05-13,0.73
2016-05-14,0.73
2016-05-15,0.73
2016-05-16,0.7279
2016-05-17,0.7348
2016-05-18,0.7279
2016-05-19,0.7193
2016-05-20,0.7239
2016-05-21,0.7239
2016-05-22,0.7239
2016-05-23,0.7242
2016-05-24,0.7191
2016-05-25,0.7207
2016-05-26,0.7214
2016-05-27,0.7227
2016-05-28,0.7227
2016-05-29,0.7227
2016-05-30,0.716
2016-05-31,0.7242
2016-06-01,0.727
2016-06-02,0.7239
2016-06-03,0.7246
2016-06-04,0.7246
2016-06-05,0.7246
2016-06-06,0.7331
2016-06-07,0.7427
2016-06-08,0.7454
2016-06-09,0.7465
2016-06-10,0.7415
2016-06-11,0.7415
2016-06-12,0.7415
2016-06-13,0.7415
2016-06-14,0.7401
2016-06-15,0.7374
2016-06-16,0.7391
2016-06-17,0.7389
2016-06-18,0.7389
2016-06-19,0.7389
2016-06-20,0.7444
2016-06-21,0.7473
2016-06-22,0.7461
2016-06-23,0.7533
2016-06-24,0.7387
2016-06-25,0.7387
2016-06-26,0.7387
2016-06-27,0.7409
2016-06-28,0.7398
2016-06-29,0.7387
2016-06-30,0.7426
2016-07-01,0.746
2016-07-02,0.746
2016-07-03,0.746
2016-07-04,0.7506
2016-07-05,0.7517
2016-07-06,0.7436
2016-07-07,0.7521
2016-07-08,0.7488
2016-07-09,0.7488
2016-07-10,0.7488
2016-07-11,0.7559
2016-07-12,0.7588
2016-07-13,0.7602
2016-07-14,0.7611
2016-07-15,0.7626
2016-07-16,0.7626
2016-07-17,0.7626
2016-07-18,0.76
2016-07-19,0.7529
2016-07-20,0.7501
2016-07-21,0.7487
2016-07-22,0.7476
2016-07-23,0.7476
2016-07-24,0.7476
2016-07-25,0.7485
2016-07-26,0.7523
2016-07-27,0.7482
2016-07-28,0.7525
2016-07-29,0.7522
2016-07-30,0.7522
2016-07-31,0.7522
2016-08-01,0.7522
2016-08-02,0.7547
2016-08-03,0.7589
2016-08-04,0.7607
2016-08-05,0.766
2016-08-06,0.766
2016-08-07,0.766
2016-08-08,0.761
2016-08-09,0.7631
2016-08-10,0.7695
2016-08-11,0.7701
2016-08-12,0.7691
2016-08-13,0.7691
2016-08-14,0.7691
2016-08-15,0.7657
2016-08-16,0.7698
2016-08-17,0.7671
2016-08-18,0.7711
2016-08-19,0.7644
2016-08-20,0.7644
2016-08-21,0.7644
2016-08-22,0.7589
2016-08-23,0.7642
2016-08-24,0.7603
2016-08-25,0.7631
2016-08-26,0.764
2016-08-27,0.764
2016-08-28,0.764
2016-08-29,0.7551
2016-08-30,0.7569
2016-08-31,0.7514
2016-09-01,0.7538
2016-09-02,0.7559
2016-09-03,0.7559
2016-09-04,0.7559
2016-09-05,0.7601
2016-09-06,0.7629
2016-09-07,0.7678
2016-09-08,0.7698
2016-09-09,0.7652
2016-09-10,0.7652
2016-09-11,0.7652
2016-09-12,0.7533
2016-09-13,0.7536
2016-09-14,0.748
2016-09-15,0.7469
2016-09-16,0.7511
2016-09-17,0.7511
2016-09-18,0.7511
2016-09-19,0.7544
2016-09-20,0.7542
2016-09-21,0.7555
2016-09-22,0.7637
2016-09-23,0.7637
2016-09-24,0.7637
2016-09-25,0.7637
2016-09-26,0.7624
2016-09-27,0.7666
2016-09-28,0.7682
2016-09-29,0.7684
2016-09-30,0.763
2016-10-01,0.763
2016-10-02,0.763
2016-10-03,0.763
2016-10-04,0.7672
2016-10-05,0.7633
2016-10-06,0.7596
2016-10-07,0.7573
2016-10-08,0.7573
2016-10-09,0.7573
2016-10-10,0.7593
2016-10-11,0.7552
2016-10-12,0.7577
2016-10-13,0.7537
2016-10-14,0.7582
2016-10-15,0.7582
2016-10-16,0.7582
2016-10-17,0.7599
2016-10-18,0.7671
2016-10-19,0.7666
2016-10-20,0.767
2016-10-21,0.763
2016-10-22,0.763
2016-10-23,0.763
2016-10-24,0.7615
2016-10-25,0.7629
2016-10-26,0.7683
2016-10-27,0.7631
2016-10-28,0.7597
2016-10-29,0.7597
2016-10-30,0.7597
2016-10-31,0.7613
2016-11-01,0.7653
2016-11-02,0.7624
2016-11-03,0.7668
2016-11-04,0.768
2016-11-05,0.768
2016-11-06,0.768
2016-11-07,0.7674
2016-11-08,0.77
2016-11-09,0.7596
2016-11-10,0.7661
2016-11-11,0.7618
2016-11-12,0.7618
2016-11-13,0.7618
2016-11-14,0.7546
2016-11-15,0.7558
2016-11-16,0.7552
2016-11-17,0.7478
2016-11-18,0.7394
2016-11-19,0.7394
2016-11-20,0.7394
2016-11-21,0.7324
2016-11-22,0.7398
2016-11-23,0.7427
2016-11-24,0.7375
2016-11-25,0.7431
2016-11-26,0.7431
2016-11-27,0.7431
2016-11-28,0.7477
2016-11-29,0.7477
2016-11-30,0.7474
2016-12-01,0.7408
2016-12-02,0.7411
2016-12-03,0.7411
2016-12-04,0.7411
2016-12-05,0.7453
2016-12-06,0.7459
2016-12-07,0.743
2016-12-08,0.7497
2016-12-09,0.7459
2016-12-10,0.7459
2016-12-11,0.7459
2016-12-12,0.7453
2016-12-13,0.7493
2016-12-14,0.7492
2016-12-15,0.7421
2016-12-16,0.7362
2016-12-17,0.7362
2016-12-18,0.7362
2016-12-19,0.7293
2016-12-20,0.7254
2016-12-21,0.726
2016-12-22,0.7235
2016-12-23,0.7205
2016-12-24,0.7205
2016-12-25,0.7205
2016-12-26,0.7205
2016-12-27,0.7205
2016-12-28,0.7202
2016-12-29,0.7205
2016-12-30,0.7236
2016-12-31,0.7236
2017-01-01,0.7236
2017-01-02,0.7236
2017-01-03,0.7234
2017-01-04,0.724
2017-01-05,0.7302
2017-01-06,0.7318
2017-01-07,0.7318
2017-01-08,0.7318
2017-01-09,0.731
2017-01-10,0.7374
2017-01-11,0.7381
2017-01-12,0.7462
2017-01-13,0.7485
2017-01-14,0.7485
2017-01-15,0.7485
2017-01-16,0.7476
2017-01-17,0.75
2017-01-18,0.7552
2017-01-19,0.7522
2017-01-20,0.7575
2017-01-21,0.7575
2017-01-22,0.7575
2017-01-23,0.7562
2017-01-24,0.7576
2017-01-25,0.7543
2017-01-26,0.7543
2017-01-27,0.7528
2017-01-28,0.7528
2017-01-29,0.7528
2017-01-30,0.7552
2017-01-31,0.7567
2017-02-01,0.7566
2017-02-02,0.7638
2017-02-03,0.7653
2017-02-04,0.7653
2017-02-05,0.7653
2017-02-06,0.7665
2017-02-07,0.7671
2017-02-08,0.7632
2017-02-09,0.7625
2017-02-10,0.7645
2017-02-11,0.7645
2017-02-12,0.7645
2017-02-13,0.7665
2017-02-14,0.7678
2017-02-15,0.7671
2017-02-16,0.7713
2017-02-17,0.7709
2017-02-18,0.7709
2017-02-19,0.7709
2017-02-20,0.7676
2017-02-21,0.7668
2017-02-22,0.7691
2017-02-23,0.7687
2017-02-24,0.7717
2017-02-25,0.7717
2017-02-26,0.7717
2017-02-27,0.7695
2017-02-28,0.7688
2017-03-01,0.7656
2017-03-02,0.7655
2017-03-03,0.7562
2017-03-04,0.7562
2017-03-05,0.7562
2017-03-06,0.7573
2017-03-07,0.762
2017-03-08,0.759
2017-03-09,0.7514
2017-03-10,0.7522
2017-03-11,0.7522
2017-03-12,0.7522
2017-03-13,0.7566
2017-03-14,0.7563
2017-03-15,0.7574
2017-03-16,0.7678
2017-03-17,0.7689
2017-03-18,0.7689
2017-03-19,0.7689
2017-03-20,0.7724
2017-03-21,0.7708
2017-03-22,0.7668
2017-03-23,0.7662
2017-03-24,0.7618
2017-03-25,0.7618
2017-03-26,0.7618
2017-03-27,0.7633
2017-03-28,0.7615
2017-03-29,0.7644
2017-03-30,0.7663
2017-03-31,0.7644
2017-04-01,0.7644
2017-04-02,0.7644
2017-04-03,0.7602
2017-04-04,0.7576
2017-04-05,0.758
2017-04-06,0.7542
2017-04-07,0.7523
2017-04-08,0.7523
2017-04-09,0.7523
2017-04-10,0.749
2017-04-11,0.7502
2017-04-12,0.7499
2017-04-13,0.7589
2017-04-14,0.7589
2017-04-15,0.7589
2017-04-16,0.7589
2017-04-17,0.7589
2017-04-18,0.756
2017-04-19,0.7521
2017-04-20,0.7507
2017-04-21,0.7535
2017-04-22,0.7535
2017-04-23,0.7535
2017-04-24,0.7559
2017-04-25,0.7559
2017-04-26,0.7516
2017-04-27,0.7485
2017-04-28,0.7475
2017-04-29,0.7475
2017-04-30,0.7475
2017-05-01,0.7486
2017-05-02,0.7539
2017-05-03,0.75
2017-05-04,0.7408
2017-05-05,0.7376
2017-05-06,0.7376
2017-05-07,0.7376
2017-05-08,0.7415
2017-05-09,0.7352
2017-05-10,0.7366
2017-05-11,0.7352
2017-05-12,0.7385
2017-05-13,0.7385
2017-05-14,0.7385
2017-05-15,0.7399
2017-05-16,0.7423
2017-05-17,0.743
2017-05-18,0.7457
2017-05-19,0.7426
2017-05-20,0.7426
2017-05-21,0.7426
2017-05-22,0.7444
2017-05-23,0.7497
2017-05-24,0.745
2017-05-25,0.751
2017-05-26,0.7435
2017-05-27,0.7435
2017-05-28,0.7435
2017-05-29,0.7433
2017-05-30,0.7438
2017-05-31,0.745
2017-06-01,0.7403
2017-06-02,0.739
2017-06-03,0.739
2017-06-04,0.739
2017-06-05,0.7464
2017-06-06,0.7493
2017-06-07,0.754
2017-06-08,0.755
2017-06-09,0.7535
2017-06-10,0.7535
2017-06-11,0.7535
2017-06-12,0.7535
2017-06-13,0.7556
2017-06-14,0.7551
2017-06-15,0.7616
2017-06-16,0.7593
2017-06-17,0.7593
2017-06-18,0.7593
2017-06-19,0.7614
2017-06-20,0.7612
2017-06-21,0.7563
2017-06-22,0.7558
2017-06-23,0.7557
2017-06-24,0.7557
2017-06-25,0.7557
2017-06-26,0.7578
2017-06-27,0.7599
2017-06-28,0.7611
2017-06-29,0.7662
2017-06-30,0.7692
2017-07-01,0.7692
2017-07-02,0.7692
2017-07-03,0.7675
2017-07-04,0.7608
2017-07-05,0.7619
2017-07-06,0.7597
2017-07-07,0.7585
2017-07-08,0.7585
2017-07-09,0.7585
2017-07-10,0.7608
2017-07-11,0.7612
2017-07-12,0.7653
2017-07-13,0.7705
2017-07-14,0.7744
2017-07-15,0.7744
2017-07-16,0.7744
2017-07-17,0.7812
2017-07-18,0.7904
2017-07-19,0.7935
2017-07-20,0.7924
2017-07-21,0.7911
2017-07-22,0.7911
2017-07-23,0.7911
2017-07-24,0.7929
2017-07-25,0.794
2017-07-26,0.789
2017-07-27,0.8046
2017-07-28,0.797
2017-07-29,0.797
2017-07-30,0.797
2017-07-31,0.7987
2017-08-01,0.8011
2017-08-02,0.7962
2017-08-03,0.7923
2017-08-04,0.7977
2017-08-05,0.7977
2017-08-06,0.7977
2017-08-07,0.7977
2017-08-08,0.7923
2017-08-09,0.7884
2017-08-10,0.7873
2017-08-11,0.7859
2017-08-12,0.7859
2017-08-13,0.7859
2017-08-14,0.7892
2017-08-15,0.7852
2017-08-16,0.7842
2017-08-17,0.7938
2017-08-18,0.7896
2017-08-19,0.7896
2017-08-20,0.7896
2017-08-21,0.7921
2017-08-22,0.794
2017-08-23,0.7894
2017-08-24,0.7896
2017-08-25,0.7905
2017-08-26,0.7905
2017-08-27,0.7905
2017-08-28,0.7943
2017-08-29,0.7926
2017-08-30,0.7981
2017-08-31,0.7898
2017-09-01,0.7934
2017-09-02,0.7934
2017-09-03,0.7934
2017-09-04,0.7967
2017-09-05,0.7961
2017-09-06,0.7993
2017-09-07,0.7991
2017-09-08,0.8121
2017-09-09,0.8121
2017-09-10,0.8121
2017-09-11,0.8055
2017-09-12,0.8023
2017-09-13,0.8027
2017-09-14,0.8
2017-09-15,0.8001
2017-09-16,0.8001
2017-09-17,0.8001
2017-09-18,0.8028
2017-09-19,0.7976
2017-09-20,0.8029
2017-09-21,0.7964
2017-09-22,0.7933
2017-09-23,0.7933
2017-09-24,0.7933
2017-09-25,0.7966
2017-09-26,0.7938
2017-09-27,0.7858
2017-09-28,0.7813
2017-09-29,0.7839
2017-09-30,0.7839
2017-10-01,0.7839
2017-10-02,0.7839
2017-10-03,0.7801
2017-10-04,0.7859
2017-10-05,0.7832
2017-10-06,0.7755
2017-10-07,0.7755
2017-10-08,0.7755
2017-10-09,0.7763
2017-10-10,0.7785
2017-10-11,0.7782
2017-10-12,0.7817
2017-10-13,0.7832
2017-10-14,0.7832
2017-10-15,0.7832
2017-10-16,0.7872
2017-10-17,0.7846
2017-10-18,0.7848
2017-10-19,0.7852
2017-10-20,0.7845
2017-10-21,0.7845
2017-10-22,0.7845
2017-10-23,0.7826
2017-10-24,0.7819
2017-10-25,0.772
2017-10-26,0.7706
2017-10-27,0.7642
2017-10-28,0.7642
2017-10-29,0.7642
2017-10-30,0.7677
2017-10-31,0.7673
2017-11-01,0.7659
2017-11-02,0.7715
2017-11-03,0.769
2017-11-04,0.769
2017-11-05,0.769
2017-11-06,0.7655
2017-11-07,0.768
2017-11-08,0.7653
2017-11-09,0.7683
2017-11-10,0.7682
2017-11-11,0.7682
2017-11-12,0.7682
2017-11-13,0.7658
2017-11-14,0.7632
2017-11-15,0.7583
2017-11-16,0.7594
2017-11-17,0.7574
2017-11-18,0.7574
2017-11-19,0.7574
2017-11-20,0.7556
2017-11-21,0.7537
2017-11-22,0.7568
2017-11-23,0.7621
2017-11-24,0.7625
2017-11-25,0.7625
2017-11-26,0.7625
2017-11-27,0.7603
2017-11-28,0.7611
2017-11-29,0.7586
2017-11-30,0.7585
2017-12-01,0.7564
2017-12-02,0.7564
2017-12-03,0.7564
2017-12-04,0.7598
2017-12-05,0.7651
2017-12-06,0.7578
2017-12-07,0.7545
2017-12-08,0.7512
2017-12-09,0.7512
2017-12-10,0.7512
2017-12-11,0.7525
2017-12-12,0.7533
2017-12-13,0.757
2017-12-14,0.7666
2017-12-15,0.7675
2017-12-16,0.7675
2017-12-17,0.7675
2017-12-18,0.7658
2017-12-19,0.7669
2017-12-20,0.7658
2017-12-21,0.7666
2017-12-22,0.7714
2017-12-23,0.7714
2017-12-24,0.7714
2017-12-25,0.7714
2017-12-26,0.7714
2017-12-27,0.7745
2017-12-28,0.7791
2017-12-29,0.78
2017-12-30,0.78
2017-12-31,0.78
2018-01-01,0.78
2018-01-02,0.7837
2018-01-03,0.7816
2018-01-04,0.7835
2018-01-05,0.7857
2018-01-06,0.7857
2018-01-07,0.7857
2018-01-08,0.7842
2018-01-09,0.7854
2018-01-10,0.7828
2018-01-11,0.7873
2018-01-12,0.7885
2018-01-13,0.7885
2018-01-14,0.7885
2018-01-15,0.7946
2018-01-16,0.7968
2018-01-17,0.7955
2018-01-18,0.7964
2018-01-19,0.8019
2018-01-20,0.8019
2018-01-21,0.8019
2018-01-22,0.799
2018-01-23,0.7989
2018-01-24,0.8016
2018-01-25,0.8094
2018-01-26,0.8094
2018-01-27,0.8094
2018-01-28,0.8094
2018-01-29,0.8096
2018-01-30,0.807
2018-01-31,0.8073
2018-02-01,0.8044
2018-02-02,0.7997
2018-02-03,0.7997
2018-02-04,0.7997
2018-02-05,0.7929
2018-02-06,0.7844
2018-02-07,0.7883
2018-02-08,0.7812
2018-02-09,0.7779
2018-02-10,0.7779
2018-02-11,0.7779
2018-02-12,0.7834
2018-02-13,0.787
2018-02-14,0.7877
2018-02-15,0.7933
2018-02-16,0.7965
2018-02-17,0.7965
2018-02-18,0.7965
2018-02-19,0.792
2018-02-20,0.7926
2018-02-21,0.7852
2018-02-22,0.7806
2018-02-23,0.7821
2018-02-24,0.7821
2018-02-25,0.7821
2018-02-26,0.7863
2018-02-27,0.7847
2018-02-28,0.7792
2018-03-01,0.7731
2018-03-02,0.7756
2018-03-03,0.7756
2018-03-04,0.7756
2018-03-05,0.7752
2018-03-06,0.7773
2018-03-07,0.7804
2018-03-08,0.783
2018-03-09,0.7792
2018-03-10,0.7792
2018-03-11,0.7792
2018-03-12,0.7869
2018-03-13,0.787
2018-03-14,0.7871
2018-03-15,0.7876
2018-03-16,0.779
2018-03-17,0.779
2018-03-18,0.779
2018-03-19,0.7691
2018-03-20,0.7703
2018-03-21,0.7697
2018-03-22,0.7744
2018-03-23,0.7711
2018-03-24,0.7711
2018-03-25,0.7711
2018-03-26,0.7723
2018-03-27,0.7738
2018-03-28,0.7694
2018-03-29,0.7665
2018-03-30,0.7665
2018-03-31,0.7665
2018-04-01,0.7665
2018-04-02,0.7665
2018-04-03,0.7685
2018-04-04,0.77
2018-04-05,0.769
2018-04-06,0.7677
2018-04-07,0.7677
2018-04-08,0.7677
2018-04-09,0.7691
2018-04-10,0.7733
2018-04-11,0.7749
2018-04-12,0.7751
2018-04-13,0.778
2018-04-14,0.778
2018-04-15,0.778
2018-04-16,0.7769
2018-04-17,0.7771
2018-04-18,0.7771
2018-04-19,0.7804
2018-04-20,0.7714
2018-04-21,0.7714
2018-04-22,0.7714
2018-04-23,0.7673
2018-04-24,0.7608
2018-04-25,0.7608
2018-04-26,0.7574
2018-04-27,0.7545
2018-04-28,0.7545
2018-04-29,0.7545
2018-04-30,0.757
2018-05-01,0.754
2018-05-02,0.7503
2018-05-03,0.7524
2018-05-04,0.7538
2018-05-05,0.7538
2018-05-06,0.7538
2018-05-07,0.752
2018-05-08,0.7514
2018-05-09,0.7435
2018-05-10,0.7458
2018-05-11,0.7534
2018-05-12,0.7534
2018-05-13,0.7534
2018-05-14,0.7549
2018-05-15,0.7508
2018-05-16,0.7484
2018-05-17,0.754
2018-05-18,0.7519
2018-05-19,0.7519
2018-05-20,0.7519
2018-05-21,0.7519
2018-05-22,0.7588
2018-05-23,0.7541
2018-05-24,0.7562
2018-05-25,0.7565
2018-05-26,0.7565
2018-05-27,0.7565
2018-05-28,0.7578
2018-05-29,0.7535
2018-05-30,0.7501
2018-05-31,0.7564
2018-06-01,0.7541
2018-06-02,0.7541
2018-06-03,0.7541
2018-06-04,0.7615
2018-06-05,0.7633
2018-06-06,0.7664
2018-06-07,0.7659
2018-06-08,0.7609
2018-06-09,0.7609
2018-06-10,0.7609
2018-06-11,0.7609
2018-06-12,0.7615
2018-06-13,0.7574
2018-06-14,0.7555
2018-06-15,0.7465
2018-06-16,0.7465
2018-06-17,0.7465
2018-06-18,0.745
2018-06-19,0.738
2018-06-20,0.7402
2018-06-21,0.736
2018-06-22,0.7398
2018-06-23,0.7398
2018-06-24,0.7398
2018-06-25,0.7419
2018-06-26,0.7416
2018-06-27,0.738
2018-06-28,0.7353
2018-06-29,0.7391
2018-06-30,0.7391
2018-07-01,0.7391
2018-07-02,0.7382
2018-07-03,0.736
2018-07-04,0.7401
2018-07-05,0.7378
2018-07-06,0.7408
2018-07-07,0.7408
2018-07-08,0.7408
2018-07-09,0.7467
2018-07-10,0.7457
2018-07-11,0.7408
2018-07-12,0.7384
2018-07-13,0.7416
2018-07-14,0.7416
2018-07-15,0.7416
2018-07-16,0.7436
2018-07-17,0.7427
2018-07-18,0.7361
2018-07-19,0.7411
2018-07-20,0.7375
2018-07-21,0.7375
2018-07-22,0.7375
2018-07-23,0.7423
2018-07-24,0.7376
2018-07-25,0.7402
2018-07-26,0.7436
2018-07-27,0.7389
2018-07-28,0.7389
2018-07-29,0.7389
2018-07-30,0.7397
2018-07-31,0.7431
2018-08-01,0.7407
2018-08-02,0.7385
2018-08-03,0.737
2018-08-04,0.737
2018-08-05,0.737
2018-08-06,0.737
2018-08-07,0.7402
2018-08-08,0.7427
2018-08-09,0.7441
2018-08-10,0.7331
2018-08-11,0.7331
2018-08-12,0.7331
2018-08-13,0.7279
2018-08-14,0.7271
2018-08-15,0.7213
2018-08-16,0.7275
2018-08-17,0.727
2018-08-18,0.727
2018-08-19,0.727
2018-08-20,0.7306
2018-08-21,0.736
2018-08-22,0.7356
2018-08-23,0.7294
2018-08-24,0.728
2018-08-25,0.728
2018-08-26,0.728
2018-08-27,0.7323
2018-08-28,0.7328
2018-08-29,0.7309
2018-08-30,0.728
2018-08-31,0.726
2018-09-01,0.726
2018-09-02,0.726
2018-09-03,0.72
2018-09-04,0.7228
2018-09-05,0.7186
2018-09-06,0.7171
2018-09-07,0.7151
2018-09-08,0.7151
2018-09-09,0.7151
2018-09-10,0.7115
2018-09-11,0.7126
2018-09-12,0.7103
2018-09-13,0.7181
2018-09-14,0.72
2018-09-15,0.72
2018-09-16,0.72
2018-09-17,0.7162
2018-09-18,0.7207
2018-09-19,0.7248
2018-09-20,0.726
2018-09-21,0.7296
2018-09-22,0.7296
2018-09-23,0.7296
2018-09-24,0.7262
2018-09-25,0.7244
2018-09-26,0.7264
2018-09-27,0.7233
2018-09-28,0.7222
2018-09-29,0.7222
2018-09-30,0.7222
2018-10-01,0.7222
2018-10-02,0.72
2018-10-03,0.7182
2018-10-04,0.7085
2018-10-05,0.7065
2018-10-06,0.7065
2018-10-07,0.7065
2018-10-08,0.7059
2018-10-09,0.709
2018-10-10,0.7118
2018-10-11,0.7072
2018-10-12,0.7123
2018-10-13,0.7123
2018-10-14,0.7123
2018-10-15,0.7108
2018-10-16,0.7122
2018-10-17,0.7136
2018-10-18,0.7131
2018-10-19,0.7109
2018-10-20,0.7109
2018-10-21,0.7109
2018-10-22,0.7107
2018-10-23,0.7063
2018-10-24,0.7104
2018-10-25,0.7077
2018-10-26,0.7034
2018-10-27,0.7034
2018-10-28,0.7034
2018-10-29,0.7099
2018-10-30,0.7093
2018-10-31,0.7085
2018-11-01,0.713
2018-11-02,0.7243
2018-11-03,0.7243
2018-11-04,0.7243
2018-11-05,0.7189
2018-11-06,0.7213
2018-11-07,0.7264
2018-11-08,0.7274
2018-11-09,0.7244
2018-11-10,0.7244
2018-11-11,0.7244
2018-11-12,0.7226
2018-11-13,0.7212
2018-11-14,0.7217
2018-11-15,0.7279
2018-11-16,0.7269
2018-11-17,0.7269
2018-11-18,0.7269
